sentence,category,RequisitionID,JobTitle
Primary Location US-IL-Chicago,Description,230547,ENGINEER (all other)
Other Locations US-KY-Lexington,Description,230547,ENGINEER (all other)
Schedule: Full-time,Description,230547,ENGINEER (all other)
"Travel: Yes, 15 % of the Time",Description,230547,ENGINEER (all other)
Req ID: 230547,Description,230547,ENGINEER (all other)
#LI-EF,Description,230547,ENGINEER (all other)
#T&D,Description,230547,ENGINEER (all other)
N/A,Description,230547,ENGINEER (all other)
"GENERAL SUMMARY: This position is responsible for utilizing professionally accepted engineering principles and techniques to engineer and oversee all aspects of ceramic material manufacturing, process/product implementation and quality control.",Description,356810,ENGINEER (all other)
Specific focus will be placed on manifestation of ceramic components by use of additively manufactured processes.,Description,356810,ENGINEER (all other)
You will also be responsible for understanding and managing materials-related product requirements.,Description,356810,ENGINEER (all other)
ESSENTIAL JOB FUNCTIONS: + Utilize strong understanding of manufacturing techniques and associated equipment design and experience to lead the development of new processes or formula changes/modifications to meet new product requirements.,Description,356810,ENGINEER (all other)
"+ Focus on increasing process efficiency by leading continuous improvement activities through research, benchmarking and identification of improved methods or tools.",Description,356810,ENGINEER (all other)
+ Review work instructions for accuracy.,Description,356810,ENGINEER (all other)
"+ Assist in developing, implementing, and improving production/processing methods and controls to cost-effectively meet expected outcomes.",Description,356810,ENGINEER (all other)
Verify outcomes and/or courses of action with appropriate personnel prior to taking action.,Description,356810,ENGINEER (all other)
+ Collect and correlate production data to identify result discrepancies.,Description,356810,ENGINEER (all other)
+ Analyze the data and make recommendations to support and drive continuous improvements.,Description,356810,ENGINEER (all other)
"+ Direct and provide equipment, software and process training/cross-training.",Description,356810,ENGINEER (all other)
+ Oversee manufacturing processes and effectively utilize SPC tools to maintain and improve product and process quality.,Description,356810,ENGINEER (all other)
+ Participate in and/or performs process and product audits.,Description,356810,ENGINEER (all other)
+ Provide cost and manufacturing information to management as needed.,Description,356810,ENGINEER (all other)
"+ Apply accepted engineering principles and efficiently complete assigned tasks conferring with supervisor on complex matters, specific assignment objectives, points of emphasis or possible solutions as needed in the production of ceramic related components.",Description,356810,ENGINEER (all other)
Other Job Functions + Self-motivated to continually expand knowledge and skills related to this position.,Description,356810,ENGINEER (all other)
+ Strong analytical skills and creative problem-solving abilities.,Requirements,356810,ENGINEER (all other)
+ Ability to work well with others in a dynamic environment.,Requirements,356810,ENGINEER (all other)
+ Strong verbal and written communication skills.,Requirements,356810,ENGINEER (all other)
+ Ability to work under pressure and to tight deadlines.,Requirements,356810,ENGINEER (all other)
+ Performs other duties as required by supervisor.,Description,356810,ENGINEER (all other)
This position has no supervisory responsibilities.,Description,356810,ENGINEER (all other)
Required Qualifications: + US Citizenship required.,Requirements,356810,ENGINEER (all other)
+ Must be able to obtain/maintain security clearance at a level equivalent to Department of Defense (DOD) SECRET.,Requirements,356810,ENGINEER (all other)
"+ Bachelor's degree in Ceramic Engineering, Material Science or other related field.",Requirements,356810,ENGINEER (all other)
+ Minimum 3 years' related materials engineering experience related to ceramics.,Requirements,356810,ENGINEER (all other)
Preferred Qualifications: + MS in Ceramic Engineering with 1 year experience.,Requirements,356810,ENGINEER (all other)
+ One year of LabView development experience.,Requirements,356810,ENGINEER (all other)
+ One year of machine learning experience.,Requirements,356810,ENGINEER (all other)
"+ Exhibits strong interpersonal and organizational skills, great attention to detail as well as excellent listening, verbal and written communication skills.",Requirements,356810,ENGINEER (all other)
"+ Working understanding of ceramics and characteristics of ceramics, including material formulations, shape forming, sintering and material quantification and characterization.",Requirements,356810,ENGINEER (all other)
Work Environment & Conditions This position involves work in an office and laboratory environment and could require the use of personal protective equipment (PPE) including: + Safety glasses + Hearing protection (varies based on tasks) + Shoe covers.,Description,356810,ENGINEER (all other)
"In performing the work for this position, the engineer must be able to: + Perform work utilizing a computer for extended periods of time.",Description,356810,ENGINEER (all other)
+ Sit for extended periods of time without being able to leave the work area.,Description,356810,ENGINEER (all other)
+ Climb ladders and stairs in performing the work.,Description,356810,ENGINEER (all other)
+ Occasionally lift up to 25 pounds.,Description,356810,ENGINEER (all other)
"Moderate travel, domestic and international, required.",Description,356810,ENGINEER (all other)
Kratos Defense is an Equal Opportunity Affirmative Action Employer.,Legal,356810,ENGINEER (all other)
"EOE, Minorities, Females, Vet, Disabled, Sexual Orientation, Gender Identity or any other protected class.",Legal,356810,ENGINEER (all other)
All qualified job seekers are encouraged to apply.,Marketing,356810,ENGINEER (all other)
Kratos Defense is committed to America's veterans by providing opportunities for them to continue contributing after service to our nation.,Marketing,356810,ENGINEER (all other)
We also work to provide reasonable accommodations to individuals with disabilities.,Legal,356810,ENGINEER (all other)
EEO Is The Law (http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf).,Legal,356810,ENGINEER (all other)
"If you require an accommodation to navigate or apply to our careers site, please send your request to HRAccessibility@kratosdefense.com or call 858-964-2916.",Legal,356810,ENGINEER (all other)
Any inquiries not related to requesting an accommodation will be discarded.,Legal,356810,ENGINEER (all other)
"The company will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant.",Legal,356810,ENGINEER (all other)
"For applicants in the EU and California residents, please review our privacy notice.",Legal,356810,ENGINEER (all other)
From: Kratos Defense,Marketing,356810,ENGINEER (all other)
"Responsible for designing, building, integrating data from various data sources.",Description,13626,ENGINEER (all other)
"Develop data consumption patterns to share data with internal/external channels, while ensuring they are easily accessible, work smoothly, with the goal of optimizing the performance of Navy Federal's data ecosystem.",Description,13626,ENGINEER (all other)
Recognized as an expert with a specialized depth and/or breadth of expertise in discipline.,Description,13626,ENGINEER (all other)
Solves complex problems; takes a broad perspective to identify solutions and works independently.,Description,13626,ENGINEER (all other)
Define and build data integration processes to be used across the organization.,Description,13626,ENGINEER (all other)
Build data sharing and data integration contracts and data consumption patterns for customer facing (On-line/Mobile/Omni channel) channels.,Description,13626,ENGINEER (all other)
Analyze and validate data sharing requirements within and outside data partners.,Description,13626,ENGINEER (all other)
Recognize potential issues and risks during the project implementation and suggest mitigation strategies.,Description,13626,ENGINEER (all other)
Act as a liaison between operational data hubs and API team members.,Description,13626,ENGINEER (all other)
Apply engineering principles into the design and enhancement of new and existing data management systems.,Description,13626,ENGINEER (all other)
"Ensure the security and integrity of system and product solutions including compliance with Navy Federal, industry engineering and Information Security principles and practices.",Description,13626,ENGINEER (all other)
Perform other duties as assigned.,Description,13626,ENGINEER (all other)
"Bachelor's degree in Information Systems, Computer Science, Engineering, or related field, or the equivalent combination of education, training, and experience.",Requirements,13626,ENGINEER (all other)
"Knowledgeable in systems and application integration in a large, distributed architecture environments.",Requirements,13626,ENGINEER (all other)
"Knowledgeable in developing and operationalizing various data distribution patterns like, APIs, event based, pub/sub models.",Requirements,13626,ENGINEER (all other)
"Basic knowledge in enterprise API management products such as Mulesoft, processes and capabilities.",Requirements,13626,ENGINEER (all other)
"Proficient in Azure DevOps, Data Architecture, Web Services, REST APIs, Event and Pub/Sub messaging architecture.",Requirements,13626,ENGINEER (all other)
"Familiar with Microsoft Visual Studio, Visual Studio Code developing MVC applications and Azure Function Apps.",Requirements,13626,ENGINEER (all other)
Proficient in developing applications utilizing ASP.NET framework and SQL Server databases.,Requirements,13626,ENGINEER (all other)
Familiarity with SQL and NoSQL and JSON structure.,Requirements,13626,ENGINEER (all other)
Ability to understand other projects or functional areas to consolidate analytical and operational needs and processes.,Requirements,13626,ENGINEER (all other)
Demonstrates change management and/or excellent communication skills.,Requirements,13626,ENGINEER (all other)
Working knowledge of various data structures and the ability to extract data from various data sources.,Requirements,13626,ENGINEER (all other)
"Understands data models, large datasets, business/technical requirements.",Requirements,13626,ENGINEER (all other)
"Knowledge of Navy Federal Credit Union instructions, standards, and procedures.",Requirements,13626,ENGINEER (all other)
Knowledge of Python.,Requirements,13626,ENGINEER (all other)
Navy Federal is now hybrid!,Marketing,13626,ENGINEER (all other)
Our standard enterprise requirement for a hybrid schedule is to report on-site 4-16 days each month.,Description,13626,ENGINEER (all other)
The number of days reporting on-site will ultimately be determined by the employee's leadership and business unit needs.,Description,13626,ENGINEER (all other)
You will learn more throughout the hiring and on boarding process.,Description,13626,ENGINEER (all other)
Job postings are subject to close early or extend out longer than the anticipated closing date at the hiring team's discretion based on qualified applicant volume.,Legal,13626,ENGINEER (all other)
"About Us You have goals, dreams, hobbies, and things you're passionate about-what's important to you is important to us.",Marketing,13626,ENGINEER (all other)
"We're looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them-friends, family, and passions.",Marketing,13626,ENGINEER (all other)
And we're looking for team members who are passionate about our mission-making a difference in military members' and their families' lives.,Marketing,13626,ENGINEER (all other)
"Together, we can make it happen.",Marketing,13626,ENGINEER (all other)
Don't take our word for it: - Military Times 2022 Best for Vets Employers - WayUp Top 100 Internship Programs - Forbes 2022 The Best Employers for New Grads - Fortune Best Workplaces for Women - Fortune 100 Best Companies to Work For - Computerworld Best Places to Work in IT - Ripplematch Campus Forward Award - Excellence in Early Career Hiring - Fortune Best Place to Work for Financial and Insurance Services.,Marketing,13626,ENGINEER (all other)
"Equal Employment Opportunity: Navy Federal values, celebrates, and enacts diversity in the workplace.",Legal,13626,ENGINEER (all other)
"Navy Federal takes affirmative action to employ and advance in employment qualified individuals with disabilities, disabled veterans, Armed Forces service medal veterans, recently separated veterans, and other protected veterans.",Legal,13626,ENGINEER (all other)
EOE/AA/M/F/Veteran/Disability.,Legal,13626,ENGINEER (all other)
Disclaimers: Navy Federal reserves the right to fill this role at a higher/lower grade level based on business need.,Legal,13626,ENGINEER (all other)
An assessment may be required to compete for this position.,Legal,13626,ENGINEER (all other)
Job postings are subject to close early or extend out longer than the anticipated closing date at the hiring team's discretion based on qualified applicant volume.,Legal,13626,ENGINEER (all other)
Navy Federal Credit Union assesses market data to establish salary ranges that enable us to remain competitive.,Legal,13626,ENGINEER (all other)
"You are paid within the salary range, based on your experience, location and market position.",Legal,13626,ENGINEER (all other)
"Bank Secrecy Act: Remains cognizant of and adheres to Navy Federal policies and procedures, and regulations pertaining to the Bank Secrecy Act.",Legal,13626,ENGINEER (all other)
REQNUMBER: 13626.,Legal,13626,ENGINEER (all other)
"For over 50 years, AeroVironment has been a leader in advanced technologies and diverse innovations that have redefined how the world drives, flies, and connects.",Marketing,3932,ENGINEER (all other)
"We created MacCready Works Advanced Solutions, named for our founder, Dr. Paul B. MacCready, Jr., to ensure that creativity and long-term thinking remain at the core of our culture.",Marketing,3932,ENGINEER (all other)
"With a focus on the future, this group of select, visionary scientists and engineers partner with our customers to explore breakthrough technologies that open new, more powerful ways to tackle difficult challenges.",Marketing,3932,ENGINEER (all other)
"Together, they research and develop advanced technologies in robotics, sensors, software analytics and connectivity to identify innovative solutions that push beyond the current applications.",Description,3932,ENGINEER (all other)
These revenue-generating projects significantly contribute to the growth of the company and stretch our imaginations to spawn new inventions.,Marketing,3932,ENGINEER (all other)
"Once conceptualized, we can apply these new technologies to other projects, keeping us and our customers at the forefront of cutting-edge innovation.",Marketing,3932,ENGINEER (all other)
"We are currently working on tomorrow's solutions by creating highly autonomous, mission-centered products that operate jointly across multiple domains, and position our customers at the leading edge of interconnected systems.",Description,3932,ENGINEER (all other)
We are here to tackle the impossible...without hesitation.,Marketing,3932,ENGINEER (all other)
The Autonomy Robotics Engineer III has the opportunity to work with a highly collaborative team of engineers as they add robust autonomous execution to AeroVironment's diverse portfolio of unmanned aerial vehicles.,Description,3932,ENGINEER (all other)
Robust autonomous execution is crucial to AV's continued success in the UAS marketplace.,Description,3932,ENGINEER (all other)
"As an Autonomy & Robotics engineer, one builds the algorithms and tools necessary to achieve this.",Description,3932,ENGINEER (all other)
"Focuses on delivering well architected, functionally complete, and rigorously tested research products.",Description,3932,ENGINEER (all other)
Contributes in core technology including:,Description,3932,ENGINEER (all other)
"Guidance, Navigation, and Control (GNC) including characterization of plant dynamics.",Description,3932,ENGINEER (all other)
State estimation.,Description,3932,ENGINEER (all other)
"Target detection, classification, localization, and tracking (DCLT).",Description,3932,ENGINEER (all other)
"Embedded systems architecture, with emphasis on video processing chains.",Description,3932,ENGINEER (all other)
"Sensor characterization and integration - EO, Camera, Radar, Acoustic, and/or Lidar.",Description,3932,ENGINEER (all other)
UI/UX design for mobile operator platforms.,Description,3932,ENGINEER (all other)
Modeling and simulation.,Description,3932,ENGINEER (all other)
Software development and testing.,Description,3932,ENGINEER (all other)
"Mentors junior employees, as this provides personal fulfillment and growth for the involved parties, as well as providing cultural benefit for the company as a whole.",Description,3932,ENGINEER (all other)
Works on problems of diverse scope where analysis of data requires evaluation of identifiable factors.,Description,3932,ENGINEER (all other)
"As an experienced professional and having full understanding of this area of specialization, one resolves a wide range of issues in creative and effective ways.",Description,3932,ENGINEER (all other)
Other duties as assigned.,Description,3932,ENGINEER (all other)
"Bachelor's degree in Degree in Mathematics, Computer Science/Engineering or related field is required or equivalent combination of education, training, and experience.",Requirements,3932,ENGINEER (all other)
Minimum of 5 - 8 years' relevant engineering experience.,Requirements,3932,ENGINEER (all other)
Experienced implementing state-of-the-art (SOTA) algorithms on real hardware.,Requirements,3932,ENGINEER (all other)
"Bonus: implementation on low size, weight, and power (SWAP) devices.",Requirements,3932,ENGINEER (all other)
Demonstrated ability to get all of the pieces of a complex system functioning together towards a common purpose; e.g. strong system design and test background.,Requirements,3932,ENGINEER (all other)
"Solid software engineering skills with foci on modularity, portability, and testability.",Requirements,3932,ENGINEER (all other)
Experienced with C/C++ required.,Requirements,3932,ENGINEER (all other)
"Modern standards (11, 14, 17+) preferred.",Requirements,3932,ENGINEER (all other)
Deep familiarity with one or more of the following technology areas (bonus points for UAS applications):,Requirements,3932,ENGINEER (all other)
Path planning and trajectory generation.,Requirements,3932,ENGINEER (all other)
Multi-vehicle coordination.,Requirements,3932,ENGINEER (all other)
Uncertainty quantification/estimation.,Requirements,3932,ENGINEER (all other)
"Computer vision: scene segmentation, feature extraction, template matching, image descriptors, object detection and localization.",Requirements,3932,ENGINEER (all other)
"Advanced control methodologies: robust adaptive control, optimal control with dynamic programming, model predictive control (MPC).",Requirements,3932,ENGINEER (all other)
Experimental design and interpretation of results.,Requirements,3932,ENGINEER (all other)
Some intrastate travel and other travel within the Continental U.S. may be required (up to 30%).,Requirements,3932,ENGINEER (all other)
MS or PhD in related field is highly preferred.,Requirements,3932,ENGINEER (all other)
Experienced with Matlab and/or Python preferred.,Requirements,3932,ENGINEER (all other)
Proficiency with office software and computer-based productivity tools.,Requirements,3932,ENGINEER (all other)
Demonstrates strong verbal and written communication skills.,Requirements,3932,ENGINEER (all other)
"Demonstrates effective problem-solving, analytical, interpersonal and leadership skills.",Requirements,3932,ENGINEER (all other)
Is a team player and collaborates effectively.,Requirements,3932,ENGINEER (all other)
"Able to excel in a fast-paced, deadline-driven environment, where small teams share a broad variety of duties.",Requirements,3932,ENGINEER (all other)
Displays strong initiative and drive to accomplish goals and meet company objectives.,Requirements,3932,ENGINEER (all other)
Takes ownership and responsibility for current and past work products.,Requirements,3932,ENGINEER (all other)
"Is committed to learning from mistakes and driven to improve and enhance performance of oneself, others, and the company.",Requirements,3932,ENGINEER (all other)
Ability to work in an office and R&D environment (constant).,Requirements,3932,ENGINEER (all other)
"Required to sit and stand for long periods; talk, hear, and use hands and fingers to operate a computer and telephone keyboard (Frequent).",Requirements,3932,ENGINEER (all other)
"The salary range for this role is: $140,804 - $211,206.",Legal,3932,ENGINEER (all other)
"AeroVironment considers several factors when extending an offer, including but not limited to, the location, the role and associated responsibilities, a candidate's work experience, education/training, and key skills.",Legal,3932,ENGINEER (all other)
This position requires access to information that is subject to compliance with the International Traffic Arms Regulations ( ITAR ) and/or the Export Administration Regulations ( EAR ).,Legal,3932,ENGINEER (all other)
"In order to comply with the requirements of the ITAR and/or the EAR, applicants will be asked to provide specific documentation to verify U.S. person status under the ITAR and the EAR.",Legal,3932,ENGINEER (all other)
"A U.S. person according to their definition is a U.S. citizen, U.S. lawful permanent resident (green card holder), or protected individual such as a refugee, or asylee.",Legal,3932,ENGINEER (all other)
See 22 CFR 120.15.,Legal,3932,ENGINEER (all other)
Some positions will require current U.S. Citizenship due to contract requirements.,Legal,3932,ENGINEER (all other)
"AV offers an excellent benefits package including medical, dental vision, 401K with company matching, a 9/80 work schedule and a paid holiday shutdown.",Marketing,3932,ENGINEER (all other)
For more information about our company benefit offerings please visit: http://www.avinc.com/myavbenefits.,Marketing,3932,ENGINEER (all other)
We also encourage you to review our company website at http://www.avinc.com to learn more about us.,Marketing,3932,ENGINEER (all other)
Principals only need apply.,Legal,3932,ENGINEER (all other)
NO agencies please.,Legal,3932,ENGINEER (all other)
"Based in California, AeroVironment (AVAV) is a global leader in unmanned aircraft systems (UAS) and tactical missile systems.",Marketing,3932,ENGINEER (all other)
"Founded in 1971 by celebrated physicist and engineer, Dr. Paul MacCready, we've been at the leading edge of technical innovation for more than 45 years.",Marketing,3932,ENGINEER (all other)
"Be a part of the team that developed the world's most widely used military drones and created the first submarine-launched reconnaissance drone, and has seven innovative vehicles that are part of the Smithsonian Institution's permanent collection in Washington, DC.",Marketing,3932,ENGINEER (all other)
Join us today in developing the next generation of small UAS and tactical missile systems that will deliver more actionable intelligence to our customers so they can proceed with certainty - and succeed.,Marketing,3932,ENGINEER (all other)
"Building on a history of technological innovation, AeroVironment designs, develops, produces, and supports an advanced portfolio of unmanned aircraft systems (UAS) and tactical missile systems.",Description,3932,ENGINEER (all other)
"Agencies of the U.S. Department of Defense and allied military services use the company's hand-launched UAS to provide situational awareness to tactical operating units through real-time, airborne reconnaissance, surveillance, and target acquisition.",Description,3932,ENGINEER (all other)
"AeroVironment Incorporated is an equal opportunity employer, M/F/D/V and works in compliance with both federal and state laws.",Legal,3932,ENGINEER (all other)
We are committed to the concept regarding Equal Employment opportunity.,Legal,3932,ENGINEER (all other)
"Qualified candidates will be considered for employment regardless of race, color, religion, age, sex, sexual orientation, gender identity, national origin, marital status, medical condition nor disability, genetics, veteran and all others that may apply.",Legal,3932,ENGINEER (all other)
"ITAR U.S. Citizen, U.S. Permanent Resident (Green Card holder) or asylee/refugee status as defined by 8 U.S.C. 1324b(a)(3) required.",Legal,3932,ENGINEER (all other)
"At AeroVironment, our purpose is to secure lives and advance sustainability through transformative innovation.",Marketing,3932,ENGINEER (all other)
"Our solutions give our customers a fresh vantage point, positioning them to see the world with new eyes and extending their reach beyond the line of sight.",Marketing,3932,ENGINEER (all other)
"That is the power of our breakthrough unmanned aircraft systems, perfected and refined over a half century.",Marketing,3932,ENGINEER (all other)
"Whether they are warfighters searching for an enemy, border patrol agents searching for people in need of assistance, or telecom providers linking millions to the digital economy, our customers choose AeroVironment because our systems generate actionable intelligence reliably, creating a path to goals that would otherwise be unattainable.",Marketing,3932,ENGINEER (all other)
We are currently seeking a Field Engineer to join our team!,Marketing,2022-1365,ENGINEER (all other)
"If you are looking for a place to grow your skills and share our values, read below and see if this role is a match for you.",Marketing,2022-1365,ENGINEER (all other)
The Field Engineer performs work that ranges from basic circuit design to strategic mass developments in Telecommunication central office environments.,Description,2022-1365,ENGINEER (all other)
"The Field Engineer acts as a company engineering representative at base or remote locations, including customer and supplier facilities.",Description,2022-1365,ENGINEER (all other)
Essential Duties and Responsibilities + Conduct site surveys and facilitate engineering requirement gathering with customers,Description,2022-1365,ENGINEER (all other)
Interpret and communicate customer engineering standards to internal project stakeholders,Description,2022-1365,ENGINEER (all other)
Facilitate discussion and resolution of issues relating to engineering standards,Description,2022-1365,ENGINEER (all other)
Partner with internal resources to identify parts and pricing for equipment related to installation projects,Description,2022-1365,ENGINEER (all other)
"Prepare, process and submit RFQs to customers via customer submission process",Description,2022-1365,ENGINEER (all other)
Comply to Telamon internal processes and procedures,Description,2022-1365,ENGINEER (all other)
Managerial Responsibility + No direct reports,Description,2022-1365,ENGINEER (all other)
Travel away from home for several weeks may be required on demand,Description,2022-1365,ENGINEER (all other)
Ability to travel 80% of the time,Description,2022-1365,ENGINEER (all other)
Physical Demands + Ability to lift a minimum of 35 lbs,Requirements,2022-1365,ENGINEER (all other)
"Ability to work outdoors, on ladders, and in confined spaces",Requirements,2022-1365,ENGINEER (all other)
Ability to work with/around electrical wires and/or ESD products,Requirements,2022-1365,ENGINEER (all other)
Ability to work remotely at construction or installation sites,Requirements,2022-1365,ENGINEER (all other)
"Skills and Abilities Required + Working knowledge of commonly-used concepts, practices, and procedures within the telecommunications installation field (e.g. AC and DC power setup, DWDM Optical networking (preferred), IP routing and switching equipment, enterprise or carrier wireless equipment installation, etc.)",Requirements,2022-1365,ENGINEER (all other)
"Ability to learn and adapt to changing technologies, standards, and certification requirements",Requirements,2022-1365,ENGINEER (all other)
Ability to work independently,Requirements,2022-1365,ENGINEER (all other)
"Strong interpersonal, problem-solving, and communication skills",Requirements,2022-1365,ENGINEER (all other)
Proficiency with MS Office,Requirements,2022-1365,ENGINEER (all other)
Education and Experience Required + High school diploma or GED,Requirements,2022-1365,ENGINEER (all other)
4+ years experience with Installation standards,Requirements,2022-1365,ENGINEER (all other)
ID: 2022-1365,Legal,2022-1365,ENGINEER (all other)
External Company Name: The Teltech Group,Legal,2022-1365,ENGINEER (all other)
External Company URL: https://teltech.com/,Legal,2022-1365,ENGINEER (all other)
Starting Pay: $20.00 per hour,Description,30441,ENGINEER (all other)
"The conductor/switchman position will control and coordinate the train movements while switching railcars whether in the yard of a railroad, industrial plant, or similar location to facilitate the unloading and loading of railcars in a safe and efficient manner to service our customers.",Description,30441,ENGINEER (all other)
"This position is a manual labor position which requires that the individual become proficient in the following skills, duties, and requirements within a prescribed training and introductory period.",Description,30441,ENGINEER (all other)
ESSENTIAL DUTIES AND RESPONSIBILITIES include the following.,Description,30441,ENGINEER (all other)
Other duties may be assigned.,Description,30441,ENGINEER (all other)
"+ Demonstrate predictable, reliable, and timely attendance.",Description,30441,ENGINEER (all other)
+ Follow written and verbal directions to complete assigned tasks on schedule.,Description,30441,ENGINEER (all other)
"+ Read, write, and communicate in English & understand basic math.",Requirements,30441,ENGINEER (all other)
"+ Learn from directions, observations, and mistakes and apply procedures using good judgment.",Description,30441,ENGINEER (all other)
+ Reads switching orders from designated person.,Description,30441,ENGINEER (all other)
+ Supervises and coordinates the activities of train crews.,Description,30441,ENGINEER (all other)
+ Receives oral or written instructions from Manager or Customer indicating which cars are to be switched.,Description,30441,ENGINEER (all other)
"+ Notifies engineer of switching orders and, whereby, which cars are to be moved to specified locations of yard, using radio, verbal or hand signals.",Description,30441,ENGINEER (all other)
+ Talks to crew or other yard workers via radio to give or receive switching information.,Description,30441,ENGINEER (all other)
"+ Confers with train dispatcher via radio to issue or receive information or instructions concerning stops, delays, or oncoming trains.",Description,30441,ENGINEER (all other)
+ Gives instructions to throw track switches and to couple and uncouple cars.,Description,30441,ENGINEER (all other)
+ May assist workers to throw switches or perform other activities involved when performing switching operations.,Description,30441,ENGINEER (all other)
+ Turns hand brake wheel or ratchet type brake as well to apply and release handbrakes.,Description,30441,ENGINEER (all other)
+ Observes track to detect obstructions.,Description,30441,ENGINEER (all other)
"+ Maintains records, number, origin, destination, and cargo of cars switched.",Description,30441,ENGINEER (all other)
"+ May coordinate activities of switching crew from locomotive cab, caboose, or control tower.",Description,30441,ENGINEER (all other)
+ Raises coupling lever to couple or uncouple cars.,Description,30441,ENGINEER (all other)
"+ Throws track switches to facilitate shunting of cars and signals Engineer to move cars, using lantern, arm signals or radio.",Description,30441,ENGINEER (all other)
+ Connects air hose to cars when making up trains by bending and applying force.,Description,30441,ENGINEER (all other)
"+ May set warning signals, such as flares, flags, or lanterns at front of and at rear of train during emergency stops to warn oncoming trains.",Description,30441,ENGINEER (all other)
+ Sits or rides in cab of locomotive to observe signals from other crew members.,Description,30441,ENGINEER (all other)
"+ May make minor repairs to couplings, and air hoses and report any equipment requiring major repairs.",Description,30441,ENGINEER (all other)
+ Talk to Dispatcher via radio to give or receive switching information.,Description,30441,ENGINEER (all other)
"QUALIFICATIONS To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.",Requirements,30441,ENGINEER (all other)
"The requirements listed below are representative of the knowledge, skill, and/or ability required.",Requirements,30441,ENGINEER (all other)
"Must be able to pass and or obtain all reporting, testing, and certifications as required for this position.",Requirements,30441,ENGINEER (all other)
SKILLS and ABILITIES + High school education or general education (GED) or 3 to 6 months job-related experience; or equivalent of education and experience.,Requirements,30441,ENGINEER (all other)
"+ Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals.",Requirements,30441,ENGINEER (all other)
+ Ability to write routine reports and correspondence.,Requirements,30441,ENGINEER (all other)
+ Ability to speak effectively.,Requirements,30441,ENGINEER (all other)
"+ Ability to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form.",Requirements,30441,ENGINEER (all other)
+ Ability to deal with problems involving several concrete variables in standardized situations.,Requirements,30441,ENGINEER (all other)
WORK ENVIRONMENT + The work environment characteristics described here are representative of those a Team Member encounters while performing the essential functions of this job.,Description,30441,ENGINEER (all other)
+ The noise level in the work environment is usually moderate.,Description,30441,ENGINEER (all other)
"A WORLD LEADER IN TESTING, INSPECTION & CERTIFICATION SERVICES Bureau Veritas offers dynamic, exciting employment opportunities with an attractive salary/benefit package and an opportunity to play a vital role with a global organization.",Marketing,159015,ENGINEER (all other)
"If you would enjoy working in a dynamic environment and are looking for an opportunity to become part of a stellar team of professionals, we invite you to apply online today.",Marketing,159015,ENGINEER (all other)
"Bureau Veritas is an Equal Opportunity Employer, and as such we recruit, hire, train, and promote persons in all job classifications without regard to race, color, religion, sex, national origin, disability, age, marital status, citizen status, sexual orientation, genetics, status as a protected veteran, or any other non-job-related characteristics.",Legal,159015,ENGINEER (all other)
"This position is responsible to ensure equal opportunity in employment in that all persons are treated equally and on the basis of merit, in decisions regarding selection, placement, promotions, training, work assignments, transfers and other personnel actions.",Legal,159015,ENGINEER (all other)
"City: [[city]] State: [[filter3]] POSITION TITLE: Construction Engineer POSITION DUTIES: Bureau Veritas North America, Inc. (Alameda, CA) seeks Construction Engineer to develop and maintain an organized and complete set of records and procedures for construction engineering projects.",Description,159015,ENGINEER (all other)
"+ Review, negotiate and make recommendation for change orders.",Description,159015,ENGINEER (all other)
"+ Review submittals, deliverables and other construction/engineering documents for completeness and accuracy.",Description,159015,ENGINEER (all other)
"+ Monitor and schedule all necessary construction staking/surveys, field, and material inspections and preliminary, acceptance, and specialty testing as required throughout the contract.",Description,159015,ENGINEER (all other)
"+ Provide and maintain logs for RFIs, change orders, submittals, + Request for Quotations, Correction Notices, Stop Work Notices, and related construction documents.",Description,159015,ENGINEER (all other)
"+ Track, process and distribute submittals, RFIs, design submittals, shop drawings, product data, and work plans.",Description,159015,ENGINEER (all other)
"+ Prepare weekly reports on progress of submittal, RFI, and design submittal reviews to the Resident Engineer.",Description,159015,ENGINEER (all other)
+ Maintain the as-built drawings for change order updates and assist project lead in ensuring field staff updates as-built drawings as required.,Description,159015,ENGINEER (all other)
"+ Assist project lead in preparing final project closeout documents, including the resolution of potential claims.",Description,159015,ENGINEER (all other)
"+ Assist project management in expediting material deliveries, estimating and processing change orders, preparing monthly billings and preparing shop drawings.",Description,159015,ENGINEER (all other)
"+ Set up and maintain project files, writing contract change orders, processing required documents and progress payments.",Description,159015,ENGINEER (all other)
+ Utilize knowledge of civil/construction engineering principals and industry standards and ability to read and interpret engineering/construction drawings.,Description,159015,ENGINEER (all other)
+ Travel to various unanticipated locations in the U.S. to interact with clients and inspect construction project worksites on short- or long-term assignments.,Description,159015,ENGINEER (all other)
"REQUIREMENTS: Master's degree in Construction Management Technology, Civil Engineering, or a related field and one year of construction/engineering project management, to include experience with Microsoft Project/Primavera P6, Bluebeam, Autodesk Suite, and PlanGrid.",Requirements,159015,ENGINEER (all other)
